TransactionAmount,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionType_Debit,Cluster_KMeans
13.52,Atlanta,ATM,Dewasa,Student,65.0,1.0,259.77,True,0
432.1,San Francisco,ATM,Dewasa,Engineer,240.0,1.0,2114.3,True,0
375.17,Fort Worth,ATM,Dewasa,Engineer,66.0,2.0,5495.3,True,0
642.68,Jacksonville,Branch,Dewasa,Doctor,94.0,1.0,8461.46,True,0
78.44,Austin,Online,Dewasa,Retired,292.0,1.0,6870.84,False,0
139.72,Houston,Branch,Dewasa,Engineer,201.0,1.0,5058.83,True,0
499.99,Austin,Branch,Dewasa,Engineer,296.0,1.0,8885.0,True,0
10.07,Albuquerque,Online,Remaja,Student,49.0,1.0,530.81,True,1
120.61999999999999,Austin,ATM,Remaja,Student,85.0,1.0,9379.53,True,1
578.49,Milwaukee,Branch,Dewasa,Retired,180.0,1.0,6475.13,True,0
119.3,Atlanta,Branch,Dewasa,Engineer,22.0,5.0,319.04,True,0
280.92,Milwaukee,Online,Dewasa,Doctor,168.00000000000003,1.0,5298.85,True,0
42.42,Sacramento,Online,Remaja,Student,102.0,1.0,490.57,True,1
77.03,Jacksonville,ATM,Lansia,Doctor,259.0,1.0,11310.27,True,1
22.59,Atlanta,ATM,Lansia,Retired,45.0,1.0,3988.75,True,1
568.76,Louisville,ATM,Dewasa,Retired,155.0,1.0,7484.319999999999,True,0
25.94,Austin,Online,Dewasa,Retired,211.0,5.0,4815.11,False,0
105.94,Charlotte,Branch,Dewasa,Engineer,207.0,1.0,5963.1,True,0
733.29,Milwaukee,ATM,Dewasa,Doctor,94.0,5.0,10427.0,True,0
350.15,Jacksonville,ATM,Remaja,Student,195.0,1.0,296.47,False,1
1151.18,Atlanta,ATM,Lansia,Doctor,105.0,1.0,1100.06,True,1
183.67,Austin,Online,Remaja,Student,238.0,1.0,910.26,True,1
278.27,Tucson,Branch,Dewasa,Doctor,123.0,1.0,6684.34,True,0
470.3,Austin,ATM,Dewasa,Doctor,88.0,1.0,8524.09,True,0
261.69,Tucson,ATM,Dewasa,Retired,84.00000000000001,1.0,5126.65,True,0
365.04,Milwaukee,Branch,Remaja,Student,94.0,1.0,873.8899999999999,True,1
211.1,Miami,Branch,Dewasa,Retired,136.0,1.0,7059.77,True,0
21.49,Denver,ATM,Dewasa,Doctor,240.0,1.0,11991.24,True,0
63.58,Columbus,ATM,Remaja,Student,199.0,1.0,8086.040000000001,True,1
321.86,Austin,ATM,Lansia,Doctor,167.0,1.0,12626.49,True,1
12.11,Jacksonville,Branch,Lansia,Retired,127.0,1.0,1730.28,True,1
642.54,Milwaukee,Branch,Dewasa,Engineer,28.0,1.0,3143.17,True,0
210.45,Milwaukee,ATM,Dewasa,Student,146.0,1.0,1242.49,True,0
313.65,Jacksonville,Branch,Dewasa,Retired,173.0,1.0,1886.36,False,0
99.76,Sacramento,Branch,Dewasa,Student,131.0,1.0,416.89,True,0
115.32,Denver,Branch,Dewasa,Retired,113.0,1.0,5929.08,True,0
33.61,Milwaukee,Online,Remaja,Student,72.0,1.0,479.08,True,1
498.59,Charlotte,Online,Dewasa,Doctor,32.0,1.0,5862.99,False,0
98.81,San Francisco,Branch,Dewasa,Student,91.0,1.0,797.1,True,0
1.8700000000000003,Washington,ATM,Lansia,Retired,147.0,1.0,7287.94,True,1
78.92,Jacksonville,Online,Dewasa,Engineer,95.0,1.0,5624.86,False,0
194.29,Atlanta,Branch,Dewasa,Engineer,10.0,1.0,2988.41,False,0
28.73,Atlanta,ATM,Dewasa,Engineer,185.0,1.0,2712.96,True,0
105.53,Jacksonville,Online,Remaja,Student,88.0,1.0,1433.66,True,1
737.34,Miami,Online,Dewasa,Doctor,34.0,1.0,7336.56,True,0
237.86,Tucson,ATM,Remaja,Student,210.0,1.0,475.62999999999994,True,1
409.61,Atlanta,Branch,Lansia,Doctor,89.0,1.0,11698.15,True,1
75.53,Jacksonville,Online,Remaja,Student,157.0,1.0,1034.35,False,1
72.75,Milwaukee,ATM,Lansia,Doctor,15.0,1.0,12042.79,True,1
39.11,Columbus,Online,Dewasa,Student,143.0,1.0,518.54,True,0
1309.79,San Francisco,ATM,Remaja,Student,139.0,1.0,1258.93,True,1
729.38,Los Angeles,ATM,Lansia,Doctor,90.0,1.0,9127.65,True,1
137.49,Fort Worth,ATM,Dewasa,Engineer,50.00000000000001,1.0,4471.05,True,0
504.71,Houston,Online,Dewasa,Engineer,61.00000000000001,1.0,6214.54,True,0
371.47,Milwaukee,Branch,Remaja,Student,58.00000000000001,1.0,1187.04,False,1
430.35,Charlotte,Online,Dewasa,Doctor,205.0,1.0,354.9,True,0
230.32,Milwaukee,Branch,Dewasa,Engineer,56.0,1.0,791.46,True,0
121.71,Jacksonville,ATM,Dewasa,Retired,140.0,1.0,5878.89,True,0
98.87,Houston,Online,Remaja,Student,179.0,1.0,533.2,True,1
117.55,Jacksonville,ATM,Remaja,Student,35.0,1.0,897.94,True,1
244.64,Tucson,Branch,Dewasa,Doctor,103.0,1.0,9159.56,True,0
321.93,Milwaukee,ATM,Dewasa,Engineer,12.0,1.0,4392.73,True,0
1092.73,Columbus,Branch,Dewasa,Retired,11.0,1.0,1390.98,True,0
283.23,El Paso,Online,Dewasa,Engineer,98.0,1.0,2008.7700000000002,True,0
346.65,Washington,Online,Dewasa,Engineer,60.00000000000001,1.0,6356.96,True,0
381.62,Milwaukee,Online,Lansia,Retired,164.0,1.0,6009.12,True,1
388.65,Charlotte,ATM,Lansia,Retired,43.0,1.0,7896.850000000001,True,1
29.22,Austin,ATM,Remaja,Student,151.0,1.0,1649.43,True,1
46.75,Jacksonville,Branch,Lansia,Retired,150.0,1.0,2840.43,True,1
348.64,Austin,Online,Dewasa,Retired,128.0,1.0,3274.96,True,0
319.17,Tucson,Online,Lansia,Retired,81.0,1.0,6501.56,True,1
73.95,Atlanta,ATM,Dewasa,Student,75.99999999999999,1.0,363.92,True,0
389.63,Atlanta,Online,Dewasa,Engineer,99.0,1.0,9748.48,True,0
217.61,Jacksonville,ATM,Remaja,Student,45.0,1.0,1404.53,True,1
199.84,Dallas,ATM,Remaja,Student,150.0,1.0,706.44,True,1
56.35,Charlotte,ATM,Dewasa,Doctor,75.0,1.0,5095.73,True,0
248.95000000000002,San Francisco,Branch,Lansia,Retired,29.000000000000004,1.0,3059.79,False,1
142.58,Austin,ATM,Dewasa,Engineer,145.0,1.0,7844.23,True,0
1020.7299999999999,Fort Worth,ATM,Dewasa,Student,87.0,1.0,1119.61,True,0
84.34,Houston,Online,Dewasa,Retired,247.99999999999997,3.0,5313.97,True,0
1607.55,Milwaukee,ATM,Dewasa,Engineer,156.0,1.0,6227.99,True,0
333.78,Austin,ATM,Lansia,Retired,98.0,1.0,6810.94,True,1
332.59,Austin,Online,Dewasa,Retired,143.0,1.0,1457.07,True,0
236.81,Charlotte,Branch,Remaja,Student,15.0,1.0,813.68,True,1
417.8,Tucson,Branch,Dewasa,Student,130.0,1.0,1518.82,False,0
319.27,Austin,ATM,Dewasa,Doctor,150.0,1.0,10269.78,True,0
384.1,Houston,Branch,Dewasa,Engineer,172.0,1.0,672.7899999999998,True,0
820.62,Jacksonville,Branch,Lansia,Doctor,158.0,1.0,6024.8,False,1
474.77,New York,Online,Dewasa,Engineer,50.00000000000001,1.0,2158.59,False,0
542.72,New York,Branch,Dewasa,Doctor,91.99999999999999,1.0,6011.8,False,0
79.8,Fort Worth,ATM,Lansia,Retired,75.99999999999999,1.0,6372.58,True,1
46.24,Austin,Branch,Dewasa,Engineer,52.00000000000001,1.0,2569.56,True,0
327.8,San Francisco,ATM,Lansia,Doctor,53.99999999999999,1.0,10585.48,True,1
445.79,Milwaukee,ATM,Dewasa,Doctor,161.0,1.0,717.9899999999999,True,0
55.89,Jacksonville,Online,Lansia,Retired,150.0,1.0,3689.65,True,1
158.41,Sacramento,Branch,Dewasa,Student,16.0,1.0,1512.16,True,0
101.19,Denver,Online,Lansia,Doctor,75.0,1.0,14389.45,False,1
827.14,El Paso,Branch,Dewasa,Engineer,265.0,4.0,9800.21,True,0
61.970000000000006,Milwaukee,ATM,Lansia,Retired,95.0,1.0,7014.69,True,1
27.21,Austin,ATM,Lansia,Retired,102.0,1.0,3520.61,True,1
173.74,Houston,Online,Lansia,Retired,64.0,1.0,4913.42,True,1
176.11,Austin,Branch,Dewasa,Engineer,105.0,1.0,9155.35,True,0
88.4,Fort Worth,Online,Dewasa,Engineer,174.0,1.0,2567.53,True,0
567.92,Columbus,Online,Dewasa,Retired,14.0,1.0,3779.4699999999993,True,0
138.11,Milwaukee,Online,Lansia,Retired,104.0,1.0,4177.65,False,1
456.93,Milwaukee,Branch,Dewasa,Engineer,193.0,1.0,7284.76,False,0
101.42,Atlanta,Online,Lansia,Retired,146.0,1.0,6530.59,True,1
300.61,El Paso,Online,Dewasa,Doctor,51.00000000000001,1.0,7895.540000000001,True,0
265.94,Atlanta,Online,Dewasa,Engineer,132.0,1.0,6781.3,True,0
345.54,Austin,Online,Dewasa,Engineer,50.00000000000001,1.0,2091.78,True,0
411.52,Los Angeles,ATM,Dewasa,Doctor,88.0,1.0,11108.39,True,0
111.21,Portland,Branch,Dewasa,Doctor,111.0,1.0,9088.36,True,0
316.37,Jacksonville,ATM,Dewasa,Engineer,86.0,1.0,4671.69,True,0
260.63,Fort Worth,Branch,Dewasa,Engineer,142.0,1.0,7534.7300000000005,True,0
92.36,Dallas,ATM,Dewasa,Engineer,144.0,1.0,6353.14,True,0
262.06,Charlotte,Branch,Lansia,Doctor,118.0,1.0,13587.52,True,1
64.5,Denver,ATM,Lansia,Retired,230.0,1.0,1351.24,True,1
253.55,Jacksonville,ATM,Dewasa,Engineer,85.0,5.0,2797.26,True,0
408.28,Milwaukee,Branch,Remaja,Student,125.0,3.0,1222.77,False,1
175.94,New York,ATM,Dewasa,Retired,89.0,1.0,3728.0400000000004,True,0
199.47,Houston,Online,Dewasa,Doctor,142.0,1.0,6067.44,True,0
51.07,Dallas,Branch,Lansia,Retired,133.0,1.0,4292.16,True,1
435.86,Jacksonville,ATM,Dewasa,Retired,134.0,1.0,3801.8200000000006,True,0
74.73,Jacksonville,Branch,Lansia,Retired,162.0,1.0,6353.22,False,1
182.79,Louisville,Online,Remaja,Student,14.0,1.0,1251.85,False,1
628.36,Austin,Online,Dewasa,Doctor,107.99999999999999,1.0,11869.71,True,0
268.39,Austin,Online,Dewasa,Doctor,177.0,1.0,9409.43,True,0
362.27,Jacksonville,ATM,Lansia,Retired,47.0,1.0,6003.59,True,1
560.15,Houston,Online,Dewasa,Engineer,91.99999999999999,1.0,817.83,False,0
351.99,Jacksonville,ATM,Lansia,Retired,45.0,2.0,3663.64,True,1
132.36,Jacksonville,Branch,Dewasa,Student,160.0,1.0,319.65,True,0
24.77,Milwaukee,Online,Dewasa,Engineer,17.0,1.0,478.23,False,0
668.67,Houston,Online,Dewasa,Doctor,143.0,4.0,13446.81,True,0
80.24,New York,Branch,Dewasa,Doctor,58.00000000000001,1.0,8012.810000000001,False,0
8.65,Atlanta,ATM,Lansia,Retired,198.0,1.0,4201.22,True,1
178.91,Omaha,ATM,Remaja,Student,18.999999999999996,1.0,8870.89,True,1
115.22,San Francisco,Branch,Dewasa,Engineer,107.99999999999999,1.0,906.1999999999999,True,0
161.63,Austin,Online,Dewasa,Doctor,276.0,1.0,9286.37,True,0
542.75,Milwaukee,Branch,Lansia,Retired,63.0,1.0,2224.08,False,1
317.47,Sacramento,Online,Lansia,Doctor,16.0,1.0,14639.28,False,1
280.99,Houston,Branch,Dewasa,Engineer,29.000000000000004,1.0,9733.59,True,0
24.19,Austin,ATM,Dewasa,Engineer,28.0,1.0,2756.2,True,0
586.85,Atlanta,ATM,Dewasa,Doctor,86.0,1.0,6655.15,True,0
372.41,Austin,ATM,Dewasa,Retired,143.0,1.0,3233.87,True,0
63.17,Jacksonville,ATM,Remaja,Student,148.0,1.0,1676.57,True,1
383.69,Jacksonville,Online,Dewasa,Engineer,285.0,1.0,8371.11,True,0
247.16999999999996,Jacksonville,Branch,Lansia,Retired,149.0,1.0,2611.64,False,1
48.78,Atlanta,Branch,Remaja,Student,136.0,1.0,552.06,False,1
4.15,Omaha,Branch,Lansia,Retired,119.0,1.0,6017.36,False,1
60.989999999999995,Charlotte,Branch,Dewasa,Engineer,58.00000000000001,1.0,7281.46,True,0
408.19,Atlanta,Branch,Dewasa,Engineer,241.0,1.0,6847.47,True,0
524.6,El Paso,Branch,Dewasa,Doctor,75.99999999999999,1.0,13017.7,True,0
108.96,Milwaukee,ATM,Dewasa,Student,247.0,1.0,7597.660000000001,True,0
70.03,Milwaukee,Branch,Lansia,Retired,49.0,1.0,7330.31,True,1
124.84,Louisville,Online,Dewasa,Retired,79.0,1.0,6711.78,True,0
324.04,Milwaukee,ATM,Dewasa,Retired,30.0,1.0,2248.06,True,0
39.69,Austin,Online,Lansia,Retired,163.0,1.0,3524.68,True,1
157.7,Omaha,Branch,Dewasa,Engineer,45.99999999999999,1.0,8332.58,False,0
81.27,Atlanta,Online,Remaja,Student,68.00000000000001,1.0,1814.48,False,1
193.82,Atlanta,Branch,Dewasa,Engineer,176.0,1.0,3886.7699999999995,True,0
16.73,Omaha,Online,Lansia,Retired,165.0,1.0,7591.129999999999,True,1
474.05,Austin,ATM,Dewasa,Retired,214.0,1.0,1484.31,True,0
39.21,Miami,ATM,Lansia,Doctor,245.0,4.0,9385.57,True,1
637.75,Dallas,Branch,Lansia,Retired,151.99999999999997,1.0,4202.92,True,1
153.59,Portland,Branch,Lansia,Retired,174.0,1.0,4813.12,False,1
186.6,Tucson,Branch,Remaja,Student,139.0,1.0,9716.68,True,1
644.08,Atlanta,Online,Remaja,Student,55.0,1.0,1980.62,True,1
226.66,Austin,Branch,Dewasa,Doctor,168.00000000000003,1.0,10216.25,True,0
305.0,Milwaukee,ATM,Remaja,Student,222.0,1.0,944.83,True,1
233.1,Milwaukee,Branch,Dewasa,Doctor,37.0,1.0,7469.2,False,0
793.13,Houston,Online,Lansia,Doctor,75.99999999999999,1.0,13389.16,True,1
224.19,Houston,ATM,Dewasa,Doctor,93.0,1.0,8475.47,True,0
214.83,Tucson,ATM,Remaja,Student,63.0,1.0,991.6899999999999,False,1
163.46,Louisville,Branch,Lansia,Retired,111.0,1.0,6953.8,False,1
194.99,Jacksonville,Branch,Dewasa,Engineer,91.0,1.0,1370.03,True,0
23.4,El Paso,ATM,Dewasa,Doctor,175.0,4.0,14851.28,True,0
227.5,Sacramento,Online,Dewasa,Doctor,277.0,1.0,11505.35,True,0
259.9,Charlotte,Online,Dewasa,Student,100.00000000000001,1.0,914.2799999999999,True,0
59.51,Dallas,Online,Dewasa,Doctor,55.0,1.0,9955.88,False,0
50.63,Columbus,Online,Lansia,Retired,143.0,1.0,4732.81,True,1
1074.95,Jacksonville,Branch,Remaja,Student,91.0,1.0,530.86,True,1
112.94,Austin,Online,Lansia,Retired,30.999999999999996,1.0,3807.8399999999997,False,1
11.81,Milwaukee,ATM,Remaja,Student,131.0,1.0,320.25,True,1
329.14,Sacramento,Branch,Dewasa,Doctor,14.0,1.0,12033.92,True,0
154.24,Atlanta,ATM,Lansia,Retired,82.0,1.0,6109.55,True,1
233.44,Jacksonville,Online,Remaja,Student,297.0,1.0,1691.88,True,1
141.8,Jacksonville,ATM,Remaja,Student,116.00000000000001,1.0,1697.67,True,1
209.03,Houston,Branch,Dewasa,Engineer,126.0,1.0,8359.5,True,0
1137.63,Louisville,ATM,Dewasa,Student,144.0,1.0,1629.12,True,0
261.14,Austin,ATM,Dewasa,Engineer,162.0,1.0,6100.08,True,0
101.81,Fort Worth,ATM,Dewasa,Doctor,105.0,1.0,13872.03,True,0
98.71,Fort Worth,ATM,Dewasa,Doctor,117.0,1.0,10095.23,True,0
87.38,Atlanta,Branch,Remaja,Student,252.0,1.0,1504.99,True,1
83.39,Omaha,Branch,Dewasa,Doctor,158.0,1.0,13182.11,True,0
267.55,Charlotte,Online,Dewasa,Engineer,40.0,1.0,4330.04,True,0
870.05,El Paso,ATM,Dewasa,Doctor,39.0,1.0,905.2499999999999,True,0
154.32,Tucson,ATM,Dewasa,Engineer,269.0,1.0,6972.5,False,0
164.51,Louisville,Branch,Lansia,Retired,110.0,1.0,3553.69,True,1
758.12,San Francisco,ATM,Lansia,Retired,90.0,1.0,6164.65,True,1
103.76,Atlanta,Online,Dewasa,Engineer,188.0,1.0,9626.14,True,0
583.92,Atlanta,Online,Dewasa,Engineer,139.0,1.0,6364.14,True,0
204.06,Washington,Online,Lansia,Retired,159.0,1.0,4351.83,True,1
53.51,New York,Online,Dewasa,Retired,165.0,1.0,5773.5,True,0
1108.46,Los Angeles,Branch,Dewasa,Engineer,262.0,1.0,9257.04,True,0
52.95,Charlotte,Online,Lansia,Retired,14.0,1.0,6335.58,False,1
120.17,Portland,ATM,Dewasa,Doctor,105.0,1.0,5403.79,True,0
220.8,New York,Online,Dewasa,Engineer,28.0,1.0,8135.31,True,0
119.01,Tucson,ATM,Dewasa,Doctor,87.0,1.0,9798.26,True,0
183.32,Austin,ATM,Remaja,Student,74.0,1.0,137.42,True,1
858.88,Jacksonville,Online,Lansia,Engineer,227.0,1.0,7015.46,True,1
11.46,San Francisco,Online,Dewasa,Engineer,128.0,1.0,2356.71,False,0
61.37,Columbus,Branch,Lansia,Retired,164.0,1.0,4294.44,True,1
103.08,Milwaukee,Branch,Dewasa,Engineer,150.0,1.0,9251.38,False,0
1.2100000000000002,Atlanta,Branch,Dewasa,Retired,196.0,1.0,7542.739999999999,True,0
425.18,Jacksonville,Online,Dewasa,Engineer,172.0,1.0,9880.71,False,0
60.96,Jacksonville,ATM,Dewasa,Retired,238.0,1.0,6189.24,True,0
64.21,Omaha,ATM,Dewasa,Doctor,37.0,1.0,12540.18,True,0
523.02,Jacksonville,Online,Dewasa,Retired,83.0,1.0,4586.11,True,0
50.26,Milwaukee,Branch,Lansia,Retired,164.0,1.0,1519.38,True,1
110.08,Houston,Branch,Remaja,Student,95.0,1.0,1447.26,True,1
54.47,Tucson,Branch,Remaja,Student,34.0,1.0,1131.42,False,1
79.76,Atlanta,Online,Lansia,Doctor,115.0,1.0,10278.75,True,1
16.79,Houston,Online,Dewasa,Doctor,146.0,1.0,535.15,False,0
1531.31,Austin,Online,Remaja,Student,61.99999999999999,4.0,859.8599999999999,True,1
68.62,Omaha,Branch,Dewasa,Doctor,157.0,1.0,13891.47,True,0
157.16,New York,Branch,Remaja,Student,280.0,1.0,1545.77,True,1
643.38,Houston,Online,Remaja,Student,105.0,1.0,1046.74,False,1
328.34,Austin,Online,Dewasa,Engineer,30.999999999999996,1.0,2840.45,False,0
72.68,Atlanta,Online,Lansia,Retired,44.0,1.0,6216.77,True,1
354.76,Houston,Branch,Dewasa,Doctor,279.0,1.0,10141.92,True,0
793.88,Los Angeles,ATM,Remaja,Student,252.0,1.0,1404.06,False,1
29.22,Houston,ATM,Dewasa,Engineer,69.00000000000001,1.0,7795.79,True,0
653.97,Miami,Online,Dewasa,Engineer,100.00000000000001,1.0,3886.65,True,0
366.43,Portland,Online,Remaja,Student,91.99999999999999,1.0,1560.45,False,1
120.86,Jacksonville,Online,Dewasa,Doctor,162.0,4.0,13566.58,True,0
233.74,Atlanta,Online,Lansia,Retired,142.0,1.0,4749.54,True,1
471.84,Austin,ATM,Remaja,Student,138.0,1.0,1044.33,True,1
213.4,Fort Worth,Branch,Lansia,Retired,100.00000000000001,1.0,2012.24,False,1
254.20999999999998,Milwaukee,ATM,Dewasa,Engineer,45.99999999999999,1.0,2487.2,True,0
577.73,Austin,ATM,Dewasa,Doctor,63.0,1.0,14977.99,True,0
170.26,Jacksonville,ATM,Dewasa,Student,265.0,1.0,1969.48,True,0
337.73,Austin,Online,Lansia,Retired,107.0,4.0,7001.2,True,1
330.61,Milwaukee,Branch,Lansia,Retired,113.0,1.0,2525.25,False,1
132.33,Milwaukee,ATM,Dewasa,Engineer,47.0,1.0,7457.94,False,0
672.74,Jacksonville,Branch,Dewasa,Engineer,118.0,1.0,5386.52,False,0
74.04,Houston,Online,Remaja,Student,66.0,1.0,1690.23,True,1
197.18,Tucson,Online,Dewasa,Engineer,135.0,1.0,3114.92,True,0
21.15,Columbus,Branch,Lansia,Retired,180.0,1.0,3466.74,True,1
218.37,Houston,ATM,Lansia,Doctor,105.0,1.0,9942.24,True,1
590.01,Austin,Online,Dewasa,Doctor,140.0,3.0,9791.74,True,0
697.82,New York,Online,Dewasa,Engineer,153.0,1.0,6824.0,True,0
302.76,Sacramento,ATM,Dewasa,Engineer,88.0,3.0,8583.39,True,0
148.0,Tucson,Branch,Remaja,Student,35.0,1.0,1488.65,True,1
22.26,Austin,Branch,Remaja,Student,56.0,1.0,5583.88,True,1
0.86,Jacksonville,ATM,Remaja,Student,139.0,1.0,1357.22,True,1
757.1,Atlanta,Branch,Lansia,Doctor,203.0,1.0,10553.23,True,1
38.81,Milwaukee,Online,Remaja,Student,145.0,1.0,1619.6,False,1
76.51,Atlanta,Online,Dewasa,Engineer,120.0,4.0,9475.4,False,0
32.46,Charlotte,Online,Dewasa,Doctor,10.0,1.0,8656.18,True,0
1022.7499999999999,Austin,Branch,Lansia,Doctor,158.0,1.0,207.74,False,1
20.64,Charlotte,Branch,Remaja,Student,59.00000000000001,1.0,949.38,True,1
662.11,Atlanta,Branch,Remaja,Student,219.0,1.0,1996.38,True,1
288.77,Los Angeles,ATM,Dewasa,Engineer,110.0,1.0,8836.51,True,0
35.05,Atlanta,Branch,Dewasa,Doctor,105.0,1.0,14330.47,True,0
214.73,Los Angeles,ATM,Dewasa,Doctor,26.0,1.0,5368.42,False,0
25.38,Louisville,Branch,Dewasa,Engineer,66.0,1.0,8616.05,True,0
617.66,Houston,ATM,Dewasa,Engineer,40.0,1.0,5906.58,True,0
446.39,Houston,ATM,Lansia,Retired,77.0,1.0,7863.6,True,1
377.92,Austin,Branch,Dewasa,Engineer,204.0,1.0,2254.71,True,0
11.04,Milwaukee,Online,Dewasa,Engineer,43.0,1.0,6983.04,True,0
275.46,Fort Worth,ATM,Dewasa,Doctor,67.0,1.0,9697.75,True,0
179.76,Tucson,Online,Lansia,Retired,81.0,1.0,5909.52,True,1
32.34,Atlanta,Branch,Dewasa,Doctor,45.0,1.0,7847.619999999999,True,0
273.92,Portland,Branch,Lansia,Retired,109.0,1.0,4543.56,True,1
375.45,Fort Worth,Branch,Remaja,Student,32.0,1.0,1307.23,True,1
388.98,Jacksonville,ATM,Remaja,Student,155.0,1.0,1819.91,True,1
492.84,New York,ATM,Remaja,Student,37.99999999999999,1.0,577.67,True,1
148.85,Atlanta,ATM,Dewasa,Doctor,25.000000000000004,1.0,7802.360000000001,True,0
119.95,Tucson,Branch,Lansia,Retired,47.0,5.0,2596.61,False,1
391.66,Jacksonville,Branch,Dewasa,Engineer,103.0,1.0,2406.31,True,0
185.99,Jacksonville,Branch,Dewasa,Engineer,53.00000000000001,1.0,402.45,False,0
322.48,Jacksonville,ATM,Dewasa,Student,57.0,1.0,1238.43,True,0
20.27,Miami,Branch,Remaja,Student,22.0,1.0,796.3499999999999,True,1
280.61,Atlanta,ATM,Dewasa,Engineer,129.0,3.0,7888.76,True,0
199.02,Houston,ATM,Lansia,Retired,269.0,1.0,4658.89,True,1
104.23,Louisville,Online,Lansia,Retired,107.99999999999999,1.0,5009.29,False,1
353.59,New York,Branch,Dewasa,Retired,109.0,5.0,1822.34,False,0
55.86,Atlanta,Online,Dewasa,Engineer,68.00000000000001,1.0,5346.46,True,0
10.77,New York,ATM,Dewasa,Doctor,178.0,1.0,10704.95,True,0
95.55,Louisville,Branch,Dewasa,Engineer,51.00000000000001,1.0,2434.74,True,0
477.07,Columbus,Online,Dewasa,Engineer,278.0,1.0,6568.07,True,0
9.1,San Francisco,Online,Dewasa,Retired,63.0,1.0,2791.45,False,0
21.41,Louisville,Online,Dewasa,Doctor,99.0,1.0,658.91,True,0
278.28,Jacksonville,Branch,Dewasa,Student,26.0,1.0,1346.88,True,0
388.1,Los Angeles,Online,Lansia,Retired,40.0,1.0,3022.12,False,1
215.39,Houston,ATM,Dewasa,Student,215.99999999999997,1.0,1582.55,True,0
194.37,Milwaukee,ATM,Lansia,Doctor,161.0,1.0,14395.88,True,1
37.7,Miami,ATM,Remaja,Student,109.0,1.0,1741.1,True,1
19.59,Charlotte,Branch,Lansia,Retired,122.0,1.0,1061.69,True,1
81.35,Houston,Online,Dewasa,Engineer,103.0,1.0,7192.45,True,0
314.54,Milwaukee,Branch,Dewasa,Engineer,228.0,1.0,9923.45,False,0
466.64,Milwaukee,ATM,Dewasa,Doctor,11.0,1.0,10915.11,True,0
397.01,Los Angeles,ATM,Remaja,Student,100.00000000000001,1.0,719.52,True,1
472.48,New York,Branch,Dewasa,Engineer,87.0,1.0,7128.82,True,0
67.15,New York,Online,Dewasa,Doctor,14.0,1.0,9028.49,True,0
102.67,Albuquerque,Branch,Lansia,Retired,119.0,1.0,4656.94,True,1
460.09,Jacksonville,Online,Dewasa,Doctor,146.0,3.0,6990.64,False,0
453.49,Atlanta,Branch,Lansia,Doctor,147.0,1.0,6366.43,True,1
267.17,Atlanta,ATM,Dewasa,Student,170.0,1.0,1382.62,True,0
111.26,Atlanta,ATM,Lansia,Doctor,43.0,1.0,14350.11,True,1
121.17000000000002,Milwaukee,ATM,Lansia,Doctor,158.0,1.0,12990.77,True,1
213.28,Atlanta,Branch,Dewasa,Retired,94.0,1.0,4835.91,True,0
187.88,Milwaukee,ATM,Lansia,Engineer,180.0,1.0,2154.58,True,1
471.88,Austin,Online,Dewasa,Doctor,141.0,1.0,14833.34,False,0
83.79,Milwaukee,ATM,Dewasa,Engineer,47.0,1.0,5061.3,True,0
212.14,Austin,Branch,Lansia,Retired,105.0,1.0,7225.06,True,1
99.16,San Francisco,Online,Lansia,Retired,202.0,1.0,2607.58,True,1
839.33,Louisville,Branch,Lansia,Doctor,86.0,1.0,11538.97,False,1
29.91,Tucson,Online,Lansia,Retired,43.0,3.0,2834.84,False,1
4.24,Austin,Online,Dewasa,Engineer,37.99999999999999,1.0,7822.729999999999,True,0
50.29,Austin,Online,Dewasa,Doctor,64.0,1.0,7604.9,False,0
135.85,Jacksonville,Online,Dewasa,Retired,269.0,1.0,1480.39,True,0
368.53,Austin,Branch,Lansia,Doctor,34.0,1.0,13696.31,True,1
17.95,Sacramento,Branch,Lansia,Doctor,135.0,1.0,12344.9,False,1
127.8,Milwaukee,Branch,Dewasa,Engineer,47.0,1.0,8630.99,False,0
16.73,Houston,Online,Dewasa,Engineer,48.0,1.0,2202.62,True,0
317.12,Fort Worth,Branch,Dewasa,Doctor,80.0,1.0,14409.74,True,0
476.63,Charlotte,ATM,Lansia,Retired,115.0,1.0,4894.25,True,1
156.58,Portland,Branch,Remaja,Student,160.0,1.0,8981.61,True,1
55.12,Houston,Online,Dewasa,Engineer,261.0,1.0,3791.99,False,0
15.74,Denver,Branch,Dewasa,Student,37.99999999999999,1.0,690.16,True,0
353.68,Milwaukee,Online,Lansia,Retired,145.0,1.0,6777.12,True,1
297.15,Milwaukee,Online,Lansia,Retired,178.0,1.0,5449.37,True,1
647.85,Omaha,Branch,Dewasa,Doctor,121.0,1.0,13779.97,True,0
75.04,El Paso,ATM,Dewasa,Engineer,178.0,1.0,9648.6,True,0
273.92,Milwaukee,Online,Dewasa,Student,35.0,1.0,1029.15,True,0
215.8,Jacksonville,Branch,Dewasa,Retired,66.0,1.0,3656.62,False,0
963.77,Louisville,ATM,Dewasa,Engineer,247.99999999999997,1.0,6710.51,True,0
420.6,Louisville,Branch,Dewasa,Student,55.0,1.0,1778.75,True,0
